msg_size,connection_type,messages_seg,bytes_seg
16384,ethernet_chrysalis,"0,03716919417","608,9800773"
16384,ethernet_chrysalis,"0,03737898553","612,417299"
16384,ethernet_chrysalis,"0,01236491332","202,5867399"
16384,ethernet_chrysalis,"0,02891510525","473,7450844"
16384,ethernet_chrysalis,"0,09750390016","1597,5039"
16384,ethernet_chrysalis,"0,0401042711","657,0683778"
16384,ethernet_chrysalis,"0,01955607705","320,4067664"
16384,ethernet_chrysalis,"2,72479564","44643,05177"
16384,ethernet_chrysalis,"0,04896919837","802,3113462"
16384,ethernet_chrysalis,"0,01586898565","259,997461"
16384,ethernet_chrysalis,"0,100020004","1638,727746"
16384,ethernet_chrysalis,"0,02381803025","390,2346076"
16384,ethernet_chrysalis,"0,1005530417","1647,461036"
16384,ethernet_chrysalis,"0,04411699828","722,8128998"
16384,ethernet_chrysalis,"0,01008237299","165,189599"
16384,ethernet_chrysalis,"0,1454968718","2383,820748"
16384,ethernet_chrysalis,"0,04554771123","746,2537008"
16384,ethernet_chrysalis,"0,01483085411","242,9887137"
16384,ethernet_chrysalis,"0,05512071436","903,0977841"
16384,ethernet_chrysalis,"0,04631559446","758,8346996"
16384,ethernet_chrysalis,"0,07075137965","1159,190604"
16384,ethernet_chrysalis,"0,09671179884","1584,526112"
16384,ethernet_chrysalis,"0,02653575693","434,7618416"
16384,ethernet_chrysalis,"0,01985702939","325,3375695"
16384,ethernet_chrysalis,"0,254000508","4161,544323"
16384,ethernet_chrysalis,"0,008887387908","145,6109635"
16384,ethernet_chrysalis,"0,05918210333","969,639581"
16384,ethernet_chrysalis,"0,02267368039","371,4855795"
16384,ethernet_chrysalis,"0,02208285487","361,8054942"
16384,ethernet_chrysalis,"0,02949243519","483,2040582"
16384,ethernet_chrysalis,"0,01601742696","262,4295233"
16384,ethernet_chrysalis,"0,1124859393","1842,969629"
16384,ethernet_chrysalis,"0,325732899","5336,807818"
16384,ethernet_chrysalis,"0,06174745292","1011,670269"
16384,ethernet_chrysalis,"0,02510607316","411,3379026"
16384,ethernet_chrysalis,"0,03155470007","516,992206"
16384,ethernet_chrysalis,"0,03156366391","517,1390695"
16384,ethernet_chrysalis,"0,1811594203","2968,115942"
16384,ethernet_chrysalis,"0,01588209135","260,2121847"
16384,ethernet_chrysalis,"0,09298865538","1523,52613"
16384,ethernet_chrysalis,"0,04196567208","687,5655714"
16384,ethernet_chrysalis,"0,06598482349","1081,095348"
16384,ethernet_chrysalis,"0,02668160837","437,1514715"
16384,ethernet_chrysalis,"0,07128599943","1167,949815"
16384,ethernet_chrysalis,"0,01957062058","320,6450477"
16384,ethernet_chrysalis,"0,2255808707","3695,916986"
16384,ethernet_chrysalis,"0,01850515369","303,188438"
16384,ethernet_chrysalis,"0,02471576866","404,9431537"
16384,ethernet_chrysalis,"0,02647603918","433,783426"
16384,ethernet_chrysalis,"0,03485778026","571,1098717"
16384,ethernet_chrysalis,"0,1287498391","2109,437363"
16384,ethernet_chrysalis,"0,212359312","3479,294967"
16384,ethernet_chrysalis,"0,03375983255","553,1210965"
16384,ethernet_chrysalis,"0,06890374147","1128,9189"
16384,ethernet_chrysalis,"0,01484097891","243,1545985"
16384,ethernet_chrysalis,"0,04018969536","658,4679688"
16384,ethernet_chrysalis,"0,01853052905","303,6041879"
16384,ethernet_chrysalis,"0,1285016705","2105,37137"
16384,ethernet_chrysalis,"0,08418217022","1379,240677"
16384,ethernet_chrysalis,"0,06382435537","1045,698238"
16384,ethernet_chrysalis,"0,1191043354","1951,405431"
16384,ethernet_chrysalis,"0,02429012121","397,9693459"
16384,ethernet_chrysalis,"0,01889002229","309,4941252"
16384,ethernet_chrysalis,"0,02055667475","336,8005591"
16384,ethernet_chrysalis,"0,05491488193","899,7254256"
16384,ethernet_chrysalis,"0,07614986293","1247,639354"
16384,ethernet_chrysalis,"0,02388344877","391,3064246"
16384,ethernet_chrysalis,"0,02381009072","390,1045263"
16384,ethernet_chrysalis,"0,02815394578","461,2742476"
16384,ethernet_chrysalis,"0,7530120482","12337,3494"
16384,ethernet_chrysalis,"0,05639203744","923,9271415"
16384,ethernet_chrysalis,"0,06719526945","1100,927295"
16384,ethernet_chrysalis,"0,1877934272","3076,807512"
16384,ethernet_chrysalis,"0,270197244","4426,911646"
16384,ethernet_chrysalis,"0,03956009178","648,1525437"
16384,ethernet_chrysalis,"0,03741394792","612,9901227"
16384,ethernet_chrysalis,"0,009003493355","147,5132351"
16384,ethernet_chrysalis,"0,01190178646","194,9988693"
16384,ethernet_chrysalis,"0,106292517","1741,496599"
16384,ethernet_chrysalis,"0,010140548","166,1427384"
16384,ethernet_chrysalis,"0,01236124502","202,5266385"
16384,ethernet_chrysalis,"0,09864851534","1616,257275"
16384,ethernet_chrysalis,"0,5747126437","9416,091954"
16384,ethernet_chrysalis,"0,1791793585","2935,67461"
16384,ethernet_chrysalis,"0,02288800897","374,997139"
16384,ethernet_chrysalis,"0,1238390093","2028,978328"
16384,ethernet_chrysalis,"0,2639218791","4324,096068"
16384,ethernet_chrysalis,"0,2872737719","4706,693479"
16384,ethernet_chrysalis,"0,01686568171","276,3273292"
16384,ethernet_chrysalis,"0,0480746118","787,6544397"
16384,ethernet_chrysalis,"0,03476809679","569,6404979"
